"","industry","race_gender","employ_n","year"
"2534","Construction","TOTAL",58000,2016
"2535","Construction","TOTAL",103000,2016
"2536","Construction","TOTAL",483000,2016
"2537","Construction","TOTAL",3000,2016
"2538","Construction","TOTAL",6657000,2016
"2539","Construction","TOTAL",559000,2016
"2540","Construction","TOTAL",151000,2016
"2541","Construction","TOTAL",252000,2016
"2542","Manufacturing","TOTAL",2673000,2016
"2543","Manufacturing","TOTAL",2187000,2016
"2544","Manufacturing","TOTAL",29000,2016
"2545","Manufacturing","TOTAL",233000,2016
"2546","Manufacturing","TOTAL",639000,2016
"2547","Manufacturing","TOTAL",1296000,2016
"2548","Manufacturing","TOTAL",59000,2016
"2549","Manufacturing","TOTAL",303000,2016
"2550","Manufacturing","TOTAL",634000,2016
"2551","Manufacturing","TOTAL",6098000,2016
"2552","Manufacturing","TOTAL",1258000,2016
"2553","Durable goods","TOTAL",1731000,2016
"2554","Durable goods","TOTAL",1594000,2016
"2555","Durable goods","TOTAL",16000,2016
"2556","Durable goods","TOTAL",92000,2016
"2557","Durable goods","TOTAL",324000,2016
"2558","Durable goods","TOTAL",789000,2016
"2559","Durable goods","TOTAL",6000,2016
"2560","Durable goods","TOTAL",240000,2016
"2561","Durable goods","TOTAL",411000,2016
"2562","Durable goods","TOTAL",3828000,2016
"2563","Durable goods","TOTAL",674000,2016
"2564","Nondurable goods","TOTAL",942000,2016
"2565","Nondurable goods","TOTAL",593000,2016
"2566","Nondurable goods","TOTAL",14000,2016
"2567","Nondurable goods","TOTAL",142000,2016
"2568","Nondurable goods","TOTAL",315000,2016
"2569","Nondurable goods","TOTAL",507000,2016
"2570","Nondurable goods","TOTAL",53000,2016
"2571","Nondurable goods","TOTAL",63000,2016
"2572","Nondurable goods","TOTAL",223000,2016
"2573","Nondurable goods","TOTAL",2270000,2016
"2574","Nondurable goods","TOTAL",584000,2016
"2575","Wholesale and retail trade","TOTAL",1565000,2016
"2576","Wholesale and retail trade","TOTAL",1145000,2016
"2577","Wholesale and retail trade","TOTAL",68000,2016
"2578","Wholesale and retail trade","TOTAL",701000,2016
"2579","Wholesale and retail trade","TOTAL",10209000,2016
"2580","Wholesale and retail trade","TOTAL",3229000,2016
"2581","Wholesale and retail trade","TOTAL",43000,2016
"2582","Wholesale and retail trade","TOTAL",89000,2016
"2583","Wholesale and retail trade","TOTAL",750000,2016
"2584","Wholesale and retail trade","TOTAL",543000,2016
"2585","Wholesale and retail trade","TOTAL",1877000,2016
"2586","Wholesale trade","TOTAL",575000,2016
"2587","Wholesale trade","TOTAL",167000,2016
"2588","Wholesale trade","TOTAL",3000,2016
"2589","Wholesale trade","TOTAL",39000,2016
"2590","Wholesale trade","TOTAL",1337000,2016
"2591","Wholesale trade","TOTAL",569000,2016
"2592","Wholesale trade","TOTAL",33000,2016
"2593","Wholesale trade","TOTAL",21000,2016
"2594","Wholesale trade","TOTAL",130000,2016
"2595","Wholesale trade","TOTAL",101000,2016
"2596","Wholesale trade","TOTAL",666000,2016
"2597","Retail trade","TOTAL",990000,2016
"2598","Retail trade","TOTAL",979000,2016
"2599","Retail trade","TOTAL",65000,2016
"2600","Retail trade","TOTAL",662000,2016
"2601","Retail trade","TOTAL",8871000,2016
"2602","Retail trade","TOTAL",2660000,2016
"2603","Retail trade","TOTAL",10000,2016
"2604","Retail trade","TOTAL",68000,2016
"2605","Retail trade","TOTAL",621000,2016
"2606","Retail trade","TOTAL",441000,2016
"2607","Retail trade","TOTAL",1211000,2016
"2608","Transportation and utilities","TOTAL",857000,2016
"2609","Transportation and utilities","TOTAL",358000,2016
"2610","Transportation and utilities","TOTAL",28000,2016
"2611","Transportation and utilities","TOTAL",127000,2016
"2612","Transportation and utilities","TOTAL",95000,2016
"2613","Transportation and utilities","TOTAL",1674000,2016
"2614","Transportation and utilities","TOTAL",1000,2016
"2615","Transportation and utilities","TOTAL",187000,2016
"2616","Transportation and utilities","TOTAL",518000,2016
"2617","Transportation and utilities","TOTAL",330000,2016
"2618","Transportation and utilities","TOTAL",3838000,2016
"2619","Information","TOTAL",608000,2016
"2620","Information","TOTAL",1077000,2016
"2621","Information","TOTAL",6000,2016
"2622","Information","TOTAL",76000,2016
"2623","Information","TOTAL",337000,2016
"2624","Information","TOTAL",401000,2016
"2625","Information","TOTAL",0,2016
"2626","Information","TOTAL",8000,2016
"2627","Information","TOTAL",266000,2016
"2628","Information","TOTAL",33000,2016
"2629","Information","TOTAL",42000,2016
"2630","Financial activities","TOTAL",4314000,2016
"2631","Financial activities","TOTAL",856000,2016
"2632","Financial activities","TOTAL",68000,2016
"2633","Financial activities","TOTAL",332000,2016
"2634","Financial activities","TOTAL",2238000,2016
"2635","Financial activities","TOTAL",2179000,2016
"2636","Financial activities","TOTAL",1000,2016
"2637","Financial activities","TOTAL",52000,2016
"2638","Financial activities","TOTAL",205000,2016
"2639","Financial activities","TOTAL",42000,2016
"2640","Financial activities","TOTAL",117000,2016
"2641","Professional and business services","TOTAL",4645000,2016
"2642","Professional and business services","TOTAL",5939000,2016
"2643","Professional and business services","TOTAL",579000,2016
"2644","Professional and business services","TOTAL",2825000,2016
"2645","Professional and business services","TOTAL",603000,2016
"2646","Professional and business services","TOTAL",2308000,2016
"2647","Professional and business services","TOTAL",18000,2016
"2648","Professional and business services","TOTAL",167000,2016
"2649","Professional and business services","TOTAL",298000,2016
"2650","Professional and business services","TOTAL",349000,2016
"2651","Professional and business services","TOTAL",591000,2016
"2652","Education and health services","TOTAL",3315000,2016
"2653","Education and health services","TOTAL",18854000,2016
"2654","Education and health services","TOTAL",205000,2016
"2655","Education and health services","TOTAL",7365000,2016
"2656","Education and health services","TOTAL",121000,2016
"2657","Education and health services","TOTAL",3547000,2016
"2658","Education and health services","TOTAL",1000,2016
"2659","Education and health services","TOTAL",85000,2016
"2660","Education and health services","TOTAL",211000,2016
"2661","Education and health services","TOTAL",171000,2016
"2662","Education and health services","TOTAL",389000,2016
"2663","Leisure and hospitality","TOTAL",1890000,2016
"2664","Leisure and hospitality","TOTAL",953000,2016
"2665","Leisure and hospitality","TOTAL",206000,2016
"2666","Leisure and hospitality","TOTAL",8750000,2016
"2667","Leisure and hospitality","TOTAL",1079000,2016
"2668","Leisure and hospitality","TOTAL",684000,2016
"2669","Leisure and hospitality","TOTAL",5000,2016
"2670","Leisure and hospitality","TOTAL",37000,2016
"2671","Leisure and hospitality","TOTAL",114000,2016
"2672","Leisure and hospitality","TOTAL",134000,2016
"2673","Leisure and hospitality","TOTAL",340000,2016
"2674","Other services","TOTAL",744000,2016
"2675","Other services","TOTAL",960000,2016
"2676","Other services","TOTAL",20000,2016
"2677","Other services","TOTAL",2764000,2016
"2678","Other services","TOTAL",358000,2016
"2679","Other services","TOTAL",590000,2016
"2680","Other services","TOTAL",2000,2016
"2681","Other services","TOTAL",15000,2016
"2682","Other services","TOTAL",1103000,2016
"2683","Other services","TOTAL",441000,2016
"2684","Other services","TOTAL",324000,2016
"2685","Other services, except private households","TOTAL",740000,2016
"2686","Other services, except private households","TOTAL",954000,2016
"2687","Other services, except private households","TOTAL",20000,2016
"2688","Other services, except private households","TOTAL",2067000,2016
"2689","Other services, except private households","TOTAL",357000,2016
"2690","Other services, except private households","TOTAL",587000,2016
"2691","Other services, except private households","TOTAL",2000,2016
"2692","Other services, except private households","TOTAL",14000,2016
"2693","Other services, except private households","TOTAL",1103000,2016
"2694","Other services, except private households","TOTAL",440000,2016
"2695","Other services, except private households","TOTAL",312000,2016
"2696","Private households","TOTAL",5000,2016
"2697","Private households","TOTAL",6000,2016
"2698","Private households","TOTAL",0,2016
"2699","Private households","TOTAL",697000,2016
"2700","Private households","TOTAL",0,2016
"2701","Private households","TOTAL",3000,2016
"2702","Private households","TOTAL",0,2016
"2703","Private households","TOTAL",1000,2016
"2704","Private households","TOTAL",0,2016
"2705","Private households","TOTAL",1000,2016
"2706","Private households","TOTAL",12000,2016
"2707","Public administration","TOTAL",1305000,2016
"2708","Public administration","TOTAL",1715000,2016
"2709","Public administration","TOTAL",1879000,2016
"2710","Public administration","TOTAL",361000,2016
"2711","Public administration","TOTAL",38000,2016
"2712","Public administration","TOTAL",1164000,2016
"2713","Public administration","TOTAL",18000,2016
"2714","Public administration","TOTAL",88000,2016
"2715","Public administration","TOTAL",131000,2016
"2716","Public administration","TOTAL",69000,2016
"2717","Public administration","TOTAL",89000,2016
"2718","Agriculture and related","Men",803000,2016
"2719","Agriculture and related","Men",37000,2016
"2720","Agriculture and related","Men",13000,2016
"2721","Agriculture and related","Men",58000,2016
"2722","Agriculture and related","Men",8000,2016
"2723","Agriculture and related","Men",14000,2016
"2724","Agriculture and related","Men",761000,2016
"2725","Agriculture and related","Men",10000,2016
"2726","Agriculture and related","Men",37000,2016
"2727","Agriculture and related","Men",27000,2016
"2728","Agriculture and related","Men",71000,2016
"2729","Mining, quarrying, and oil and gas extraction","Men",124000,2016
"2730","Mining, quarrying, and oil and gas extraction","Men",109000,2016
"2731","Mining, quarrying, and oil and gas extraction","Men",2000,2016
"2732","Mining, quarrying, and oil and gas extraction","Men",5000,2016
"2733","Mining, quarrying, and oil and gas extraction","Men",12000,2016
"2734","Mining, quarrying, and oil and gas extraction","Men",12000,2016
"2735","Mining, quarrying, and oil and gas extraction","Men",0,2016
"2736","Mining, quarrying, and oil and gas extraction","Men",228000,2016
"2737","Mining, quarrying, and oil and gas extraction","Men",52000,2016
"2738","Mining, quarrying, and oil and gas extraction","Men",59000,2016
"2739","Mining, quarrying, and oil and gas extraction","Men",82000,2016
"2740","Construction","Men",1539000,2016
"2741","Construction","Men",218000,2016
"2742","Construction","Men",9000,2016
"2743","Construction","Men",48000,2016
"2744","Construction","Men",83000,2016
"2745","Construction","Men",80000,2016
"2746","Construction","Men",3000,2016
"2747","Construction","Men",6469000,2016
"2748","Construction","Men",551000,2016
"2749","Construction","Men",147000,2016
"2750","Construction","Men",244000,2016
"2751","Manufacturing","Men",1821000,2016
"2752","Manufacturing","Men",1704000,2016
"2753","Manufacturing","Men",25000,2016
"2754","Manufacturing","Men",151000,2016
"2755","Manufacturing","Men",416000,2016
"2756","Manufacturing","Men",496000,2016
"2757","Manufacturing","Men",27000,2016
"2758","Manufacturing","Men",294000,2016
"2759","Manufacturing","Men",604000,2016
"2760","Manufacturing","Men",4389000,2016
"2761","Manufacturing","Men",1020000,2016
"2762","Durable goods","Men",1219000,2016
"2763","Durable goods","Men",1313000,2016
"2764","Durable goods","Men",14000,2016
"2765","Durable goods","Men",63000,2016
"2766","Durable goods","Men",238000,2016
"2767","Durable goods","Men",292000,2016
"2768","Durable goods","Men",6000,2016
"2769","Durable goods","Men",235000,2016
"2770","Durable goods","Men",389000,2016
"2771","Durable goods","Men",2956000,2016
"2772","Durable goods","Men",562000,2016
"2773","Nondurable goods","Men",602000,2016
"2774","Nondurable goods","Men",391000,2016
"2775","Nondurable goods","Men",11000,2016
"2776","Nondurable goods","Men",88000,2016
"2777","Nondurable goods","Men",179000,2016
"2778","Nondurable goods","Men",203000,2016
"2779","Nondurable goods","Men",22000,2016
"2780","Nondurable goods","Men",59000,2016
